employee_id,first_name,last_name,gender,date_of_birth,national_id_type,national_id,email,phone,hire_date,termination_date,employment_status,contract_type,fte,job_title,job_level,department,manager_id,salary,currency,salary_period,bonus,salary_grade,city,country,work_mode,office_id,performance_rating,vacation_days_total,vacation_days_used,education_level,skills,languages,last_promotion_date,projects_count,emergency_contact,is_remote_eligible,tenure_years,age,annual_salary,annual_salary_usd
66,Jean,Martin,M,1981-08-09,INSEE,1 81 08 09 58 158 0,jean.martin@globalcorp.com,+33 7 15 28 63 66,2015-06-03,,Active,Permanent,0.5,QA Engineer,mid,IT,378.0,5264.6,EUR,Monthly,1785.11,P2,Paris,France,On-site,78,3,26,18,High School,"PMP, PRINCE2, AutoCAD, Accounting","French, English",2023-06-24,1,François +33 6 21 66 01 41,True,,43,64960.31,70157.13
67,Jean,Lefebvre,M,1982-02-08,INSEE,1 82 02 08 66 308 5,jean.lefebvre@globalcorp.com,+33 7 35 04 35 99,2017-02-04,2024-08-28,Terminated,Permanent,0.8,Process Engineer,mid,Operations,94.0,4703.03,EUR,Monthly,9337.0,P2,Paris,France,Remote,78,2,20,13,Master,"React, Oracle, Salesforce, ITIL","French, English",2018-09-01,4,Louise +33 6 40 77 75 20,True,7.56,43,65773.36,71035.23
68,Marina,Werner,F,1985-01-30,Steuer-ID,00 150 862 966,marina.werner@globalcorp.com,+49 271 6815282,2015-02-17,,Active,Permanent,1.0,Shift Leader,lead,Operations,108.0,10618.6,EUR,Monthly,10481.91,P4,Berlin,Germany,Remote,11,3,26,23,Master,"PRINCE2, Scrum, Azure, AutoCAD","German, English",,2,Martin +49 301 2049501,True,,40,137905.11,148937.52
69,Zofia,Kwiatkowski,F,1990-12-07,PESEL,90120725679,zofia.kwiatkowski@globalcorp.com,+48 516 533 718,2019-01-22,,Active,Internship,0.5,HR Manager,manager,HR,,18766.67,PLN,Monthly,0.0,P5,Krakow,Poland,Hybrid,49,2,20,20,Bachelor,"AWS, ITIL, Tableau","Polish, English, Spanish, Dutch",2024-12-30,4,Antoni +48 601 163 112,False,,34,225200.04,56300.01
70,James,Martin,M,1967-08-13,NINO,NZ 46 30 18 C,james.martin@globalcorp.com,+44 7911 967040,1987-07-25,,On Leave,Permanent,1.0,Sales Manager,manager,Sales,,13286.43,GBP,Monthly,0.0,P5,Manchester,UK,On-site,62,5,26,20,Bachelor,"Financial Analysis, Docker, Lean Six Sigma",English,2015-12-30,5,Thomas +44 7913 549840,False,,57,159437.16,202485.19
71,Dagmara,Borowski,F,1977-02-05,PESEL,77020542867,dagmara.borowski@globalcorp.com,+48 665 916 979,2004-09-13,,Active,Permanent,1.0,Logistics Coordinator,mid,Logistics,258.0,7809.19,PLN,Monthly,0.0,P2,Wroclaw,Poland,On-site,103,4,26,17,High School,"PRINCE2, Kubernetes, Excel, Scrum","Polish, English, Korean",2006-05-14,0,Damian +48 607 131 658,True,,48,93710.28,23427.57
72,Peter,Baker,M,1985-06-24,NINO,AA 56 97 28 B,peter.baker@globalcorp.com,+44 7802 182330,2013-05-07,,Active,Permanent,1.0,IT Manager,manager,IT,,13336.34,GBP,Monthly,0.0,P5,London,UK,Hybrid,56,4,26,9,Master,"ITIL, SQL, Kubernetes",English,2017-07-11,2,Joseph +44 7701 911803,False,,40,160036.08,203245.82
73,Dylan,Thomas,M,1996-05-29,SSN,743-18-0263,dylan.thomas@globalcorp.com,+1 (500) 811-6225,2018-10-10,,Probation,Internship,1.0,Operations Manager,manager,Operations,,20782.18,USD,Monthly,0.0,P5,New York,USA,Hybrid,72,4,20,18,MBA,"Accounting, Photoshop",English,2019-11-21,5,Ava +1 (811) 479-9375,False,,29,249386.16,249386.16
74,Sebastian,Sikora,M,1996-03-27,PESEL,96032715193,sebastian.sikora@globalcorp.com,+48 733 833 156,2024-06-16,,Active,Internship,1.0,Training Coordinator,mid,HR,174.0,5877.03,PLN,Monthly,0.0,P2,Gdansk,Poland,Hybrid,39,3,20,19,Bachelor,"Docker, Scrum, Negotiation, PMP","Polish, English, Spanish",2025-06-26,5,Kamila +48 667 620 660,False,,29,70524.36,17631.09
75,Mikolaj,Adamczyk,M,2000-07-02,PESEL,00270217397,mikolaj.adamczyk@globalcorp.com,+48 730 421 836,2024-10-10,,Active,Permanent,1.0,Payroll Specialist,mid,HR,422.0,8111.08,PLN,Monthly,0.0,P2,Warsaw,Poland,Hybrid,102,2,20,20,MBA,"Negotiation, Azure, Salesforce, Java",Polish,,2,Filip +48 602 716 496,True,,24,97332.96,24333.24
76,Jonas,Schwarz,M,1995-07-10,Steuer-ID,71 811 522 160,jonas.schwarz@globalcorp.com,+49 281 5099286,2022-01-16,,Active,Fixed-term,1.0,Graphic Designer,mid,Marketing,126.0,4177.85,EUR,Monthly,0.0,P2,Düsseldorf,Germany,Hybrid,33,3,20,20,Bachelor,"Scrum, Project Management, AWS, Excel, Photoshop",German,,2,Katrin +49 291 1592866,True,,29,50134.2,54144.94
77,Sebastian,Schäfer,M,1976-07-24,Steuer-ID,25 462 673 255,sebastian.schafer@globalcorp.com,+49 159 2069721,2005-06-16,,Active,Permanent,1.0,Legal Counsel,mid,Legal,330.0,5436.21,EUR,Monthly,3026.75,P2,Dortmund,Germany,On-site,31,4,26,17,Bachelor,"Scrum, Power BI, Lean Six Sigma, AWS","German, English",,4,Eva +49 351 4282083,True,,48,68261.27,73722.17
78,Miguel,Pérez,M,1984-02-22,DNI,05159573Y,miguel.perez@globalcorp.com,+34 640 612255,2003-05-02,,Active,Fixed-term,1.0,Data Scientist,lead,IT,259.0,8384.31,EUR,Monthly,12250.71,P4,Malaga,Spain,On-site,61,3,26,25,PhD,"Figma, AutoCAD","Spanish, English",,0,Laura +34 624 203187,True,,41,112862.43,121891.42
79,Florian,Garnier,M,1995-02-21,INSEE,1 95 02 21 88 830 1,florian.garnier@globalcorp.com,+33 7 15 01 46 69,2022-06-21,,Active,Permanent,0.75,Legal Counsel,mid,Legal,325.0,4893.74,EUR,Monthly,0.0,P2,Nice,France,On-site,74,1,20,16,PhD,"Figma, React","French, English",2024-10-08,3,Côme +33 7 34 37 68 89,True,,30,58724.88,63422.87
80,Sara,Kroon,F,1994-01-28,BSN,258.072.611,sara.kroon@globalcorp.com,+31 6 44417998,2023-12-09,2025-03-22,Terminated,B2B,1.0,Finance Manager,manager,Finance,,12728.15,EUR,Monthly,22624.04,P5,Eindhoven,Netherlands,Remote,35,4,20,5,Bachelor,"Negotiation, AWS, Lean Six Sigma, Jira, Figma","Dutch, English, Russian, Polish",2025-05-19,4,Olivier +31 6 34118407,False,1.28,31,175361.84,189390.79
81,Francisco,Gil,M,1982-12-24,DNI,78964126C,francisco.gil@globalcorp.com,+34 675 186080,2012-12-25,,Active,Contractor,1.0,Key Account Manager,manager,Sales,,9300.76,EUR,Monthly,6654.81,P5,Zaragoza,Spain,Hybrid,104,3,26,0,Master,"Salesforce, Power BI, Kotlin, Photoshop","Spanish, English",,4,Gabriela +34 673 326529,True,,42,118263.93,127725.04
82,Samuel,Campbell,M,1990-02-21,NINO,JM 14 21 15 B,samuel.campbell@globalcorp.com,+44 7917 447979,2022-06-27,,Active,Permanent,1.0,Business Development Manager,manager,Sales,,10720.72,GBP,Monthly,17626.82,P5,Cardiff,UK,Remote,22,3,20,20,PhD,"Financial Analysis, Kotlin, Excel, PRINCE2",English,,3,Nora +44 7454 984975,True,,35,146275.46,185769.83
83,Anna,van der Meer,F,1980-06-04,BSN,434.289.073,anna.vandermeer@globalcorp.com,+31 6 49735689,2023-08-14,,Active,Permanent,1.0,Supply Chain Analyst,mid,Logistics,276.0,5019.06,EUR,Monthly,2198.14,P2,Nijmegen,Netherlands,Hybrid,75,1,20,8,Master,"Project Management, Docker, AWS, Salesforce, SAP","Dutch, English, German",,0,Lisa +31 6 14584194,False,,45,62426.86,67421.01
84,Zuzanna,Walczak,F,1970-04-16,PESEL,70041614296,zuzanna.walczak@globalcorp.com,+48 697 927 109,2008-08-17,,Active,Permanent,1.0,Frontend Developer,mid,IT,349.0,7773.28,PLN,Monthly,0.0,P2,Wroclaw,Poland,Remote,103,3,26,23,Master,"PRINCE2, Financial Analysis, Azure","Polish, English, Italian",2012-03-29,2,Piotr +48 728 751 145,True,,55,93279.36,23319.84
85,Dariusz,Walczak,M,1983-07-19,PESEL,83071915529,dariusz.walczak@globalcorp.com,+48 519 662 585,2006-07-26,,On Leave,Permanent,1.0,Inside Sales Specialist,junior,Sales,236.0,6433.42,PLN,Monthly,4724.41,P1,Poznan,Poland,Hybrid,81,3,26,7,Bachelor,"PRINCE2, Excel","Polish, English, Spanish",2021-07-26,0,Martyna +48 601 432 252,True,,41,81925.45,20481.36
86,Antoni,Adamczyk,M,1983-10-25,PESEL,83102512349,antoni.adamczyk@globalcorp.com,+48 517 745 152,2002-05-06,,Active,Permanent,1.0,Forklift Operator,junior,Logistics,257.0,4803.46,PLN,Monthly,0.0,P1,Katowice,Poland,Remote,48,4,26,9,High School,"Jira, Kotlin, Azure, Salesforce, SAP","Polish, English, Korean",2010-07-06,3,Filip +48 667 176 172,False,,41,57641.52,14410.38
87,Lisa,De Luca,F,1979-10-08,Codice Fiscale,DLCLSI79R48639E,lisa.deluca@globalcorp.com,+39 393 2407709,2018-10-03,,Active,Permanent,0.75,Backend Developer,mid,IT,431.0,4307.63,EUR,Monthly,7289.37,P2,Rome,Italy,Remote,84,4,20,17,Master,"React, Figma, SAP, Negotiation, Power BI","Italian, English, Polish",,4,Irene +39 342 6834150,True,,45,58980.93,63699.4
88,Nora,Martinez,F,1990-04-21,NINO,JB 19 89 55 D,nora.martinez@globalcorp.com,+44 7704 840962,2017-12-21,2024-04-18,Terminated,Internship,1.0,Maintenance Technician,mid,Operations,472.0,4854.64,GBP,Monthly,0.0,P2,Leeds,UK,Hybrid,51,1,20,11,Master,"Negotiation, Docker, Lean Six Sigma, Power BI","English, Japanese",,5,Zara +44 7401 814794,True,6.32,35,58255.68,73984.71
89,Maja,Kaczmarek,F,1982-10-06,PESEL,82100665448,maja.kaczmarek@globalcorp.com,+48 667 768 732,2004-07-25,2015-04-17,Terminated,Permanent,1.0,Logistics Manager,manager,Logistics,,28495.56,PLN,Monthly,0.0,P5,Gdansk,Poland,On-site,39,4,26,18,Bachelor,"Kubernetes, React, Java","Polish, English, Portuguese",,2,Daniel +48 722 375 221,True,10.73,42,341946.72,85486.68
90,Margaret,Lopez,F,1988-06-29,NINO,HM 01 78 10 A,margaret.lopez@globalcorp.com,+44 7921 517554,2007-07-11,,On Leave,Contractor,0.8,Logistics Coordinator,mid,Logistics,394.0,5168.24,GBP,Monthly,7007.73,P2,Liverpool,UK,Hybrid,54,4,26,8,Bachelor,"Kotlin, Python, ITIL, Azure, AWS","English, Japanese",,4,Joseph +44 7701 756767,True,,37,69026.61,87663.79
91,Emil,Dabrowski,M,1992-10-29,PESEL,92102981134,emil.dabrowski@globalcorp.com,+48 791 564 903,2025-01-17,,Active,Permanent,1.0,Quality Inspector,mid,Operations,10.0,6189.86,PLN,Monthly,16437.61,P2,Krakow,Poland,On-site,49,4,20,12,Bachelor,"Salesforce, SAP, Lean Six Sigma, AWS, Python","Polish, English",,4,Irena +48 721 119 976,False,,32,90715.93,22678.98
92,Irene,Romero,F,2005-05-11,DNI,30947718E,irene.romero@globalcorp.com,+34 672 219633,2024-01-16,,Active,Permanent,1.0,QA Specialist,mid,IT,375.0,3102.77,EUR,Monthly,0.0,P2,Barcelona,Spain,On-site,9,5,20,10,Master,"Kotlin, Excel, Figma","Spanish, English",2025-04-18,3,Nicolás +34 607 935729,True,,20,37233.24,40211.9
93,Harper,Jackson,F,1983-08-15,NINO,NP 28 94 08 D,harper.jackson@globalcorp.com,+44 7805 890543,2009-06-06,,Active,Permanent,1.0,Mid Developer,mid,IT,378.0,5672.42,GBP,Monthly,0.0,P2,London,UK,Hybrid,56,4,26,25,Bachelor,"Jira, Project Management, Lean Six Sigma, Docker, Java",English,2019-02-24,2,Maisie +44 7402 493172,False,,41,68069.04,86447.68
94,Florian,Wagner,M,1996-03-03,Steuer-ID,55 209 426 002,florian.wagner@globalcorp.com,+49 163 8547733,2021-04-16,,Active,Contractor,1.0,Operations Manager,manager,Operations,,152269.97,EUR,Annual,12492.99,P5,Cologne,Germany,Remote,26,3,20,10,Bachelor,"Java, AutoCAD, ITIL, Project Management, Kubernetes","German, English",2024-08-16,4,Sabine +49 391 2750694,True,,29,164762.96,177944.0
95,Lisa,Lange,F,1987-08-28,Steuer-ID,43 133 558 829,lisa.lange@globalcorp.com,+49 162 8839771,2012-11-19,2024-12-21,Terminated,Permanent,1.0,Financial Analyst,mid,Finance,436.0,5885.17,EUR,Monthly,9094.25,P2,Dortmund,Germany,On-site,31,3,26,2,High School,"Project Management, Java, Docker","German, English",2020-02-13,4,Hanna +49 172 4166403,False,12.09,37,79716.29,86093.59
96,Elena,Gil,F,1987-07-25,DNI,51378311Z,elena.gil@globalcorp.com,+34 676 236516,2023-10-05,,Active,Permanent,1.0,Forklift Operator,junior,Logistics,351.0,2024.11,EUR,Monthly,0.0,P1,Alicante,Spain,On-site,2,3,20,15,PhD,"ITIL, Accounting, AWS, SQL","Spanish, English, Mandarin",2025-06-16,4,Hugo +34 670 938129,True,,37,24289.32,26232.47
97,Manfred,Meyer,M,1984-08-31,Steuer-ID,16 546 871 587,manfred.meyer@globalcorp.com,+49 41 2051126,2018-03-17,,Active,B2B,1.0,Content Manager,manager,Marketing,,14266.83,EUR,Monthly,7941.94,P5,Hamburg,Germany,Remote,44,3,20,20,Master,"Salesforce, Python, SQL, Figma","German, English, Spanish",2021-11-22,5,Bernd +49 351 3235625,False,,40,179143.9,193475.41
98,Grzegorz,Kowalski,M,1986-10-10,PESEL,86101039738,grzegorz.kowalski@globalcorp.com,+48 691 930 285,2012-03-09,,On Leave,B2B,0.25,Mid Developer,mid,IT,109.0,8701.3,PLN,Monthly,8470.09,P2,Krakow,Poland,On-site,49,5,26,23,Bachelor,"Negotiation, Jira, Java","Polish, English",2013-03-09,2,Kinga +48 517 429 285,True,,38,112885.69,28221.42
99,Jan,Baran,Other,1982-03-11,PESEL,82031190002,jan.baran@globalcorp.com,+48 519 480 431,2006-12-09,,Probation,Fixed-term,1.0,Backend Developer,mid,IT,299.0,7981.53,PLN,Monthly,4393.18,P2,Katowice,Poland,On-site,48,3,26,2,Bachelor,"Tableau, Oracle, Docker, Excel","Polish, English",2016-12-24,2,Oliwia +48 515 623 208,False,,43,100171.54,25042.88
100,Akash,Menon,M,1994-04-20,Aadhaar,5180 0324 2355,akash.menon@globalcorp.com,+91 64212 09938,2023-08-25,,Active,Permanent,1.0,Key Account Manager,manager,Sales,,404291.65,INR,Monthly,735287.74,P5,Pune,India,Hybrid,82,3,20,20,Bachelor,"PRINCE2, SQL, React, AWS, Accounting","Hindi, English",,4,Aditi +91 97072 69138,False,,31,5586787.54,67041.45
101,Camila,Garcia,F,1977-12-01,SSN,841-48-5642,camila.garcia@globalcorp.com,+1 (568) 928-2558,2013-06-02,,On Leave,Permanent,1.0,Legal Director,manager,Legal,,28027.35,USD,Monthly,50907.18,P5,Phoenix,USA,Remote,80,5,26,9,Master,"PMP, Lean Six Sigma, Kotlin, Java, React","English, French, Korean",2016-09-22,1,Daniel +1 (408) 638-9964,True,,47,387235.38,387235.38
102,Marcos,Vázquez,M,1969-12-23,DNI,61683132F,marcos.vazquez@globalcorp.com,+34 618 765842,2022-06-07,,Active,B2B,0.8,Business Development Manager,manager,Sales,,8709.38,EUR,Monthly,0.0,P5,Barcelona,Spain,Hybrid,9,4,20,17,Master,"Kotlin, React, Excel, Jira","Spanish, German",2025-02-03,1,José +34 627 816195,True,,55,104512.56,112873.56
103,Markus,Fischer,M,1979-08-16,Steuer-ID,58 513 635 636,markus.fischer@globalcorp.com,+49 173 8411850,2007-03-30,,Active,Fixed-term,1.0,Accountant,senior,Finance,344.0,9701.57,EUR,Monthly,6644.39,P3,Berlin,Germany,Hybrid,11,3,26,17,Master,"ITIL, Azure, PRINCE2, Salesforce","German, English, Dutch",2019-09-21,4,Felix +49 201 3844778,True,,45,123063.23,132908.29
104,Ajay,Shah,M,1978-06-11,Aadhaar,3134 0850 8801,ajay.shah@globalcorp.com,+91 74470 77897,1997-01-20,,Active,Fixed-term,1.0,Forklift Operator,junior,Logistics,384.0,44408.2,INR,Monthly,29075.8,P1,Pune,India,Hybrid,82,5,26,26,Master,"PRINCE2, Project Management, Negotiation, Java","Hindi, English",2013-10-06,2,Raj +91 82398 96521,True,,47,561974.2,6743.69
105,Giulio,Leone,M,1979-10-01,Codice Fiscale,LNEGLI79R01427E,giulio.leone@globalcorp.com,+39 354 5195048,2022-09-11,,Probation,Permanent,1.0,Business Development Manager,manager,Sales,,130169.86,EUR,Annual,0.0,P5,Genoa,Italy,Hybrid,40,3,20,7,High School,"AWS, React, PRINCE2, Lean Six Sigma, Jira","Italian, Korean",,7,Alice +39 346 8087787,True,,45,130169.86,140583.45
106,Filippo,Colombo,M,1983-05-30,Codice Fiscale,CLMFLP83E30556T,filippo.colombo@globalcorp.com,+39 345 8444372,2007-03-04,,On Leave,Permanent,0.8,Operations Analyst,mid,Operations,199.0,4594.08,EUR,Monthly,1923.4,P2,Naples,Italy,Remote,71,3,26,16,Bachelor,"Accounting, Photoshop, PMP",Italian,2018-01-25,3,Alessandro +39 386 2534588,True,,42,57052.36,61616.55
107,Thomas,Miller,M,1979-05-24,NINO,SL 60 69 54 B,thomas.miller@globalcorp.com,+44 7702 615377,2021-02-24,,Active,Contractor,1.0,Shift Leader,lead,Operations,371.0,8321.43,GBP,Monthly,6826.97,P4,Edinburgh,UK,Remote,34,3,20,14,High School,"React, Project Management","English, Dutch, Korean",2022-10-25,3,Oscar +44 7700 932017,False,,46,106684.13,135488.85
108,Andrea,Bauer,F,1983-07-27,Steuer-ID,90 218 496 552,andrea.bauer@globalcorp.com,+49 160 3855908,2018-07-21,,Active,B2B,1.0,Operations Manager,manager,Operations,,11584.63,EUR,Monthly,25016.39,P5,Frankfurt,Germany,Hybrid,38,5,20,3,Master,"Excel, Jira, Salesforce, Scrum, Project Management",German,2024-06-12,4,Helga +49 152 8677260,False,,41,164031.95,177154.51
109,Igor,Kwiatkowski,M,1979-04-07,PESEL,79040760564,igor.kwiatkowski@globalcorp.com,+48 604 491 551,2003-10-22,,Active,Permanent,1.0,Scrum Master,lead,IT,349.0,17370.98,PLN,Monthly,13624.91,P4,Bydgoszcz,Poland,Hybrid,21,3,26,20,Bachelor,"Salesforce, Kotlin, Figma, Project Management, Photoshop","Polish, English, Japanese",2008-02-23,2,Irena +48 514 803 130,True,,46,222076.67,55519.17
110,Penelope,Mitchell,F,1989-05-25,SSN,868-55-9388,penelope.mitchell@globalcorp.com,+1 (772) 545-2352,2021-02-03,,Active,Contractor,1.0,Supply Chain Analyst,mid,Logistics,394.0,7957.29,USD,Monthly,0.0,P2,Phoenix,USA,Hybrid,80,3,20,3,Master,"Kubernetes, AutoCAD","English, Arabic",2025-06-10,3,Owen +1 (329) 208-6035,True,,36,95487.48,95487.48
111,Henry,Campbell,M,2005-10-08,NINO,YM 41 28 13 C,henry.campbell@globalcorp.com,+44 7801 149219,2023-11-28,2024-08-12,Terminated,Fixed-term,1.0,Brand Manager,manager,Marketing,,8296.05,GBP,Monthly,0.0,P5,Birmingham,UK,On-site,14,4,20,17,Bachelor,"ITIL, Project Management, Jira, AWS, Power BI","English, Korean, German",,3,Harper +44 7705 408307,True,0.71,19,99552.6,126431.8
112,Marek,Wisniewski,M,1987-05-30,PESEL,87053031799,marek.wisniewski@globalcorp.com,+48 729 792 302,2013-04-15,,Active,Permanent,1.0,Tech Lead,lead,IT,29.0,16792.47,PLN,Monthly,0.0,P4,Szczecin,Poland,Hybrid,92,4,26,3,Master,"PRINCE2, Project Management, Photoshop","Polish, English",2024-11-15,4,Agnieszka +48 518 144 241,False,,38,201509.64,50377.41
113,Ulrich,Weber,M,1980-02-18,Steuer-ID,60 278 980 710,ulrich.weber@globalcorp.com,+49 176 1248977,2007-11-21,2023-10-18,Terminated,Permanent,1.0,Dispatcher,junior,Logistics,394.0,4413.92,EUR,Monthly,3558.95,P1,Essen,Germany,On-site,36,2,26,4,Bachelor,"Lean Six Sigma, SQL, Java",German,2011-03-06,2,Christian +49 43 6478333,False,15.91,45,56525.99,61048.07
114,Clara,Leroy,Other,1961-12-17,INSEE,2 61 12 17 66 529 0,clara.leroy@globalcorp.com,+33 6 09 16 52 81,2009-11-12,,Active,B2B,0.8,Sales Manager,manager,Sales,,90.36,EUR,Hourly,0.0,P5,Le Havre,France,Remote,50,3,26,13,Bachelor,"AWS, Python, Azure, Financial Analysis, Accounting","French, English",,2,Etienne +33 7 41 99 78 58,True,,63,182165.76,196739.02
115,Katarzyna,Wilk,F,2004-02-13,PESEL,04221368286,katarzyna.wilk@globalcorp.com,+48 731 765 670,2023-12-04,,Active,Permanent,0.5,Legal Counsel,mid,Legal,224.0,6279.16,PLN,Monthly,0.0,P2,Katowice,Poland,Hybrid,48,5,20,3,Master,"Project Management, Salesforce","Polish, German",2024-12-29,3,Alicja +48 519 250 867,True,,21,75349.92,18837.48
116,Charles,Allen,M,1987-04-07,SSN,062-53-8344,charles.allen@globalcorp.com,+1 (902) 522-3534,2017-08-25,,Active,Fixed-term,1.0,Sales Representative,mid,Sales,478.0,113807.58,USD,Annual,4782.25,P2,Phoenix,USA,Hybrid,80,4,20,1,High School,"Jira, React, Negotiation",English,,3,Ryan +1 (782) 315-5030,True,,38,118589.83,118589.83
117,Giulio,Bianchi,M,1983-11-25,Codice Fiscale,BNCGLI83S25495G,giulio.bianchi@globalcorp.com,+39 329 9319326,2013-02-18,,Probation,B2B,1.0,Training Coordinator,mid,HR,8.0,28.51,EUR,Hourly,0.0,P2,Milan,Italy,Hybrid,65,3,26,1,Bachelor,"Azure, Project Management, Tableau, PMP, Power BI","Italian, English",2025-04-24,1,Edoardo +39 334 1982235,True,,41,57476.16,62074.25
118,Marta,Rinaldi,F,1962-12-18,Codice Fiscale,RNLMRT62T58570H,marta.rinaldi@globalcorp.com,+39 346 8464519,2013-11-27,,Active,Permanent,1.0,Sales Director,manager,Sales,,11668.35,EUR,Monthly,3257.98,P5,Naples,Italy,Remote,71,3,26,7,Bachelor,"Lean Six Sigma, Docker, Java, SQL, Power BI","Italian, English, Spanish",2016-05-31,4,Giovanni +39 359 1048821,False,,62,143278.18,154740.43
119,Lucy,Davis,F,1983-04-30,NINO,MY 08 88 45 B,lucy.davis@globalcorp.com,+44 7455 959498,2005-03-11,,Active,Contractor,1.0,Legal Director,manager,Legal,,86.19,GBP,Hourly,5981.97,P5,Cardiff,UK,Remote,22,3,26,13,Master,"Financial Analysis, Python",English,2008-05-01,5,James +44 7911 234410,False,,42,179741.01,228271.08
120,Carmen,Hernández,F,1986-09-28,DNI,28571769L,carmen.hernandez@globalcorp.com,+34 681 377235,2019-08-28,,Active,Permanent,1.0,Process Engineer,mid,Operations,107.0,46112.83,EUR,Annual,5261.85,P2,Barcelona,Spain,Hybrid,9,4,20,0,Bachelor,"Excel, PRINCE2","Spanish, English",2023-12-14,2,Alejandra +34 681 802022,True,,38,51374.68,55484.65
121,Hugo,Bertrand,M,1979-10-06,INSEE,1 79 10 06 13 585 4,hugo.bertrand@globalcorp.com,+33 6 72 02 51 39,1999-02-24,,On Leave,Permanent,1.0,Copywriter,mid,Marketing,311.0,4858.24,EUR,Monthly,6976.24,P2,Montpellier,France,On-site,66,3,26,3,PhD,"Financial Analysis, Kubernetes, Jira","French, English",2022-06-20,3,Côme +33 6 73 44 54 00,True,,45,65275.12,70497.13
122,Eduardo,Álvarez,M,1971-02-03,DNI,55042624J,eduardo.alvarez@globalcorp.com,+34 604 145311,1992-03-20,2005-04-22,Terminated,Fixed-term,0.5,IT Manager,manager,IT,,9842.8,EUR,Monthly,10219.1,P5,Cordoba,Spain,Hybrid,27,4,26,16,MBA,"Java, SQL, Financial Analysis","Spanish, English, Polish",,3,Adrián +34 617 835522,True,13.09,54,128332.7,138599.32
123,Pola,Kucharski,Other,1971-05-03,PESEL,71050365702,pola.kucharski@globalcorp.com,+48 663 111 125,2015-07-03,2019-12-26,Terminated,Fixed-term,1.0,Recruiter,mid,HR,345.0,10585.71,PLN,Monthly,13450.35,P2,Bialystok,Poland,On-site,12,2,20,6,Master,"PRINCE2, Azure, Figma","Polish, English",,6,Weronika +48 665 124 164,False,4.48,54,140478.87,35119.72
124,Amelia,Campbell,F,2004-02-03,NINO,TS 00 82 84 B,amelia.campbell@globalcorp.com,+44 7450 192030,2022-08-18,,Active,Permanent,0.75,Key Account Manager,manager,Sales,,11255.12,GBP,Monthly,14230.77,P5,Cardiff,UK,Hybrid,22,4,20,15,Bachelor,"AutoCAD, Oracle, Figma, SQL","English, French",2024-05-21,1,Margaret +44 7700 893476,False,,21,149292.21,189601.11
125,Aleksandra,Dudek,Other,1985-07-26,PESEL,85072634564,aleksandra.dudek@globalcorp.com,+48 724 210 570,2020-06-14,2023-12-08,Terminated,Fixed-term,1.0,Warehouse Worker,junior,Logistics,302.0,5590.23,PLN,Monthly,0.0,P1,Poznan,Poland,On-site,81,2,20,17,Master,"Oracle, Kubernetes, Salesforce, PRINCE2, Jira","Polish, English",,3,Agnieszka +48 730 221 871,True,3.48,39,67082.76,16770.69
126,Charlotte,Brown,F,1979-02-22,NINO,CK 31 35 60 D,charlotte.brown@globalcorp.com,+44 7912 663258,2000-11-27,,Active,Contractor,1.0,Content Manager,manager,Marketing,,15437.21,GBP,Monthly,0.0,P5,Birmingham,UK,Remote,14,4,26,0,High School,"PRINCE2, Negotiation, Financial Analysis",English,2014-07-10,2,Charlotte +44 7703 575875,True,,46,185246.52,235263.08
127,Michael,Krüger,M,1985-05-28,Steuer-ID,86 948 751 599,michael.kruger@globalcorp.com,+49 381 4219584,2006-08-23,,Active,B2B,1.0,QA Engineer,mid,IT,112.0,5451.48,EUR,Monthly,1984.49,P2,Bremen,Germany,On-site,19,1,26,25,PhD,"Salesforce, Kotlin, Figma, Scrum, Kubernetes","German, English",2023-12-17,3,Martin +49 351 7930267,False,,40,67402.25,72794.43
128,Barbara,Jaworski,F,1984-06-16,PESEL,84061650224,barbara.jaworski@globalcorp.com,+48 731 161 196,2023-12-09,,Active,B2B,1.0,Content Manager,manager,Marketing,,20479.02,PLN,Monthly,8132.89,P5,Warsaw,Poland,Hybrid,102,2,20,14,Master,"Python, Lean Six Sigma, Scrum, Photoshop, AutoCAD","Polish, English, Hindi",2025-01-12,2,Malgorzata +48 791 471 791,False,,41,253881.13,63470.28
129,Filip,Mazur,M,1970-05-14,PESEL,70051477300,filip.mazur@globalcorp.com,+48 729 161 272,1994-12-13,,Active,Permanent,1.0,Audit Specialist,mid,Finance,2.0,10083.85,PLN,Monthly,13486.44,P2,Warsaw,Poland,Hybrid,102,2,26,22,Bachelor,"Oracle, Docker, Azure, PMP","Polish, English, French",2005-05-29,5,Paulina +48 512 526 729,True,,55,134492.64,33623.16
130,Edouard,Michel,M,1994-03-15,INSEE,1 94 03 15 15 605 0,edouard.michel@globalcorp.com,+33 6 01 56 09 06,2024-05-06,,Probation,Permanent,1.0,Sales Director,manager,Sales,,8508.19,EUR,Monthly,19288.09,P5,Le Havre,France,Hybrid,50,3,20,10,Bachelor,"Kubernetes, Excel, Python, Accounting","French, English, Mandarin",,3,Rémi +33 6 64 60 06 96,True,,31,121386.37,131097.28
